panel_id,manufacturer,original_wattage,current_wattage,years_operating,degradation_rate,temperature,dust_level,efficiency,installation_date,farm,block,latitude,longitude
PANEL-00889,Trina,450,402.7,14,0.79,51.2,11.7,89.5,2014-12-06,"Bhadla Solar Park, Rajasthan",Block D2,27.5474,71.89287
PANEL-00890,Trina,500,485.9,3,0.95,55.4,12.5,97.2,2026-08-12,"Bhadla Solar Park, Rajasthan",Block D3,27.5474,71.90263
PANEL-00891,Panasonic,400,373.6,13,0.52,51.1,10.7,93.4,2020-09-11,"Bhadla Solar Park, Rajasthan",Block D4,27.5474,71.91237
PANEL-00892,SunPower,500,449.6,10,1.06,30.5,19.1,89.9,2023-07-23,"Bhadla Solar Park, Rajasthan",Block D5,27.5474,71.92212
PANEL-00893,Canadian Solar,500,493.8,2,0.63,33.2,24.5,98.8,2012-03-03,"Bhadla Solar Park, Rajasthan",Block D6,27.5474,71.93187
PANEL-00894,Panasonic,550,480.3,10,1.35,51.8,14.9,87.3,2018-06-01,"Bhadla Solar Park, Rajasthan",Block D7,27.5474,71.94163
PANEL-00895,Trina,550,550.0,0,1.18,28.2,14.4,100.0,2020-12-19,"Bhadla Solar Park, Rajasthan",Block D8,27.5474,71.95137
PANEL-00896,LG,550,537.3,3,0.78,32.6,17.3,97.7,2013-03-25,"Bhadla Solar Park, Rajasthan",Block E1,27.5584,71.88312
PANEL-00897,Panasonic,550,550.0,0,1.13,47.2,18.7,100.0,2025-02-20,"Bhadla Solar Park, Rajasthan",Block E2,27.5584,71.89287
PANEL-00898,SunPower,500,462.2,14,0.56,42.8,21.2,92.4,2020-01-21,"Bhadla Solar Park, Rajasthan",Block E3,27.5584,71.90263
PANEL-00899,Trina,550,485.8,10,1.23,30.1,8.5,88.3,2016-08-07,"Bhadla Solar Park, Rajasthan",Block E4,27.5584,71.91237
PANEL-00900,Panasonic,400,396.4,1,0.91,52.0,21.1,99.1,2015-04-12,"Bhadla Solar Park, Rajasthan",Block E5,27.5584,71.92212
PANEL-00901,SunPower,550,544.9,1,0.93,44.8,13.7,99.1,2017-02-16,"Bhadla Solar Park, Rajasthan",Block E6,27.5584,71.93187
PANEL-00902,Panasonic,450,432.4,5,0.8,42.2,1.3,96.1,2019-05-16,"Bhadla Solar Park, Rajasthan",Block E7,27.5584,71.94163
PANEL-00903,SunPower,450,418.1,11,0.67,40.8,0.6,92.9,2018-07-16,"Bhadla Solar Park, Rajasthan",Block E8,27.5584,71.95137
PANEL-00904,Trina,550,500.3,9,1.05,43.8,3.8,91.0,2015-05-06,"Bhadla Solar Park, Rajasthan",Block F1,27.57132,71.88312
PANEL-00905,SunPower,450,409.0,12,0.79,43.1,13.1,90.9,2018-09-23,"Bhadla Solar Park, Rajasthan",Block F2,27.57132,71.89287
PANEL-00906,SunPower,450,379.9,12,1.4,46.4,17.0,84.4,2026-02-14,"Bhadla Solar Park, Rajasthan",Block F3,27.57132,71.90263
PANEL-00907,Canadian Solar,500,485.2,6,0.5,50.6,6.8,97.0,2012-10-19,"Bhadla Solar Park, Rajasthan",Block F4,27.57132,71.91237
PANEL-00908,Panasonic,550,536.5,3,0.83,38.4,1.1,97.5,2019-12-19,"Bhadla Solar Park, Rajasthan",Block F5,27.57132,71.92212
PANEL-00909,Trina,400,323.6,15,1.4,29.5,20.9,80.9,2020-03-07,"Bhadla Solar Park, Rajasthan",Block F6,27.57132,71.93187
PANEL-00910,Trina,450,433.4,6,0.63,39.2,8.0,96.3,2016-01-26,"Bhadla Solar Park, Rajasthan",Block F7,27.57132,71.94163
PANEL-00911,Canadian Solar,550,531.3,3,1.14,20.0,7.2,96.6,2020-06-26,"Bhadla Solar Park, Rajasthan",Block F8,27.57132,71.95137
PANEL-00912,Panasonic,500,411.0,14,1.39,28.5,2.3,82.2,2013-04-02,"Bhadla Solar Park, Rajasthan",Block A1,27.5144,71.88508
PANEL-00913,Jinko,400,362.6,7,1.39,41.8,20.6,90.7,2025-10-06,"Bhadla Solar Park, Rajasthan",Block A2,27.5144,71.89482
PANEL-00914,Trina,450,388.2,14,1.05,54.2,9.7,86.3,2023-03-06,"Bhadla Solar Park, Rajasthan",Block A3,27.5144,71.90458
PANEL-00915,Trina,500,500.0,0,0.81,24.1,2.4,100.0,2015-06-28,"Bhadla Solar Park, Rajasthan",Block A4,27.5144,71.91433
PANEL-00916,Jinko,500,476.8,5,0.94,50.7,24.9,95.4,2022-04-29,"Bhadla Solar Park, Rajasthan",Block A5,27.5144,71.92408
PANEL-00917,Canadian Solar,500,487.0,2,1.31,40.9,8.2,97.4,2026-04-21,"Bhadla Solar Park, Rajasthan",Block A6,27.5144,71.93382
PANEL-00918,LG,400,400.0,0,0.99,42.7,17.4,100.0,2016-05-27,"Bhadla Solar Park, Rajasthan",Block A7,27.5144,71.94358
PANEL-00919,SunPower,450,438.9,2,1.24,50.6,16.7,97.5,2022-02-25,"Bhadla Solar Park, Rajasthan",Block A8,27.5144,71.95333
PANEL-00920,Jinko,550,529.6,3,1.25,40.0,18.3,96.3,2026-03-10,"Bhadla Solar Park, Rajasthan",Block B1,27.5254,71.88508
PANEL-00921,Trina,400,347.2,12,1.17,50.8,19.2,86.8,2022-07-20,"Bhadla Solar Park, Rajasthan",Block B2,27.5254,71.89482
PANEL-00922,Panasonic,500,485.3,3,0.99,33.6,5.7,97.1,2017-09-12,"Bhadla Solar Park, Rajasthan",Block B3,27.5254,71.90458
PANEL-00923,Canadian Solar,550,501.4,9,1.02,47.0,7.1,91.2,2015-09-24,"Bhadla Solar Park, Rajasthan",Block B4,27.5254,71.91433
PANEL-00924,LG,500,462.4,10,0.78,46.7,20.8,92.5,2013-04-22,"Bhadla Solar Park, Rajasthan",Block B5,27.5254,71.92408
PANEL-00925,Canadian Solar,550,474.8,14,1.04,52.0,5.8,86.3,2019-03-24,"Bhadla Solar Park, Rajasthan",Block B6,27.5254,71.93382
PANEL-00926,LG,400,354.9,9,1.32,40.0,17.2,88.7,2024-01-29,"Bhadla Solar Park, Rajasthan",Block B7,27.5254,71.94358
PANEL-00927,LG,400,390.4,3,0.81,34.1,15.3,97.6,2012-01-02,"Bhadla Solar Park, Rajasthan",Block B8,27.5254,71.95333
PANEL-00928,Jinko,450,417.0,7,1.08,32.0,16.0,92.7,2017-05-18,"Bhadla Solar Park, Rajasthan",Block C1,27.5364,71.88508
PANEL-00929,Canadian Solar,550,538.7,3,0.69,53.7,17.5,97.9,2016-09-14,"Bhadla Solar Park, Rajasthan",Block C2,27.5364,71.89482
PANEL-00930,SunPower,500,479.7,4,1.03,43.2,24.4,95.9,2025-08-12,"Bhadla Solar Park, Rajasthan",Block C3,27.5364,71.90458
PANEL-00931,Canadian Solar,500,480.2,5,0.8,41.8,24.2,96.0,2014-09-24,"Bhadla Solar Park, Rajasthan",Block C4,27.5364,71.91433
PANEL-00932,Canadian Solar,400,346.3,10,1.43,28.1,9.3,86.6,2019-11-16,"Bhadla Solar Park, Rajasthan",Block C5,27.5364,71.92408
PANEL-00933,Trina,500,476.0,6,0.82,50.9,14.5,95.2,2025-10-19,"Bhadla Solar Park, Rajasthan",Block C6,27.5364,71.93382
PANEL-00934,Panasonic,450,399.4,9,1.32,31.9,4.2,88.8,2016-09-30,"Bhadla Solar Park, Rajasthan",Block C7,27.5364,71.94358
PANEL-00935,Canadian Solar,450,394.9,13,1.0,39.4,2.7,87.8,2021-10-19,"Bhadla Solar Park, Rajasthan",Block C8,27.5364,71.95333
PANEL-00936,Panasonic,450,372.6,13,1.44,38.6,24.6,82.8,2019-05-11,"Bhadla Solar Park, Rajasthan",Block D1,27.5474,71.88508
PANEL-00937,SunPower,450,400.5,10,1.16,50.6,11.1,89.0,2025-12-27,"Bhadla Solar Park, Rajasthan",Block D2,27.5474,71.89482
PANEL-00938,LG,450,427.8,9,0.56,44.0,3.8,95.1,2013-08-30,"Bhadla Solar Park, Rajasthan",Block D3,27.5474,71.90458
PANEL-00939,Jinko,400,366.1,8,1.1,41.3,14.5,91.5,2013-05-30,"Bhadla Solar Park, Rajasthan",Block D4,27.5474,71.91433
PANEL-00940,Panasonic,500,459.6,10,0.84,37.2,4.1,91.9,2024-02-27,"Bhadla Solar Park, Rajasthan",Block D5,27.5474,71.92408
PANEL-00941,Jinko,450,440.5,3,0.71,30.4,1.5,97.9,2020-11-08,"Bhadla Solar Park, Rajasthan",Block D6,27.5474,71.93382
PANEL-00942,Trina,400,357.3,13,0.86,31.4,13.2,89.3,2011-11-12,"Bhadla Solar Park, Rajasthan",Block D7,27.5474,71.94358
PANEL-00943,SunPower,500,404.2,15,1.41,29.7,9.9,80.8,2025-04-07,"Bhadla Solar Park, Rajasthan",Block D8,27.5474,71.95333
PANEL-00944,Jinko,550,509.0,12,0.64,37.8,14.9,92.5,2016-09-26,"Bhadla Solar Park, Rajasthan",Block E1,27.5584,71.88508
PANEL-00945,Trina,550,486.2,15,0.82,28.5,11.7,88.4,2016-06-25,"Bhadla Solar Park, Rajasthan",Block E2,27.5584,71.89482
PANEL-00946,Jinko,400,370.9,13,0.58,60.0,20.7,92.7,2024-10-04,"Bhadla Solar Park, Rajasthan",Block E3,27.5584,71.90458
PANEL-00947,LG,500,408.1,14,1.44,36.0,3.1,81.6,2025-06-12,"Bhadla Solar Park, Rajasthan",Block E4,27.5584,71.91433
PANEL-00948,Canadian Solar,400,350.1,9,1.47,45.6,1.0,87.5,2019-05-31,"Bhadla Solar Park, Rajasthan",Block E5,27.5584,71.92408
PANEL-00949,Jinko,550,538.9,2,1.02,31.9,14.5,98.0,2020-12-16,"Bhadla Solar Park, Rajasthan",Block E6,27.5584,71.93382
PANEL-00950,Canadian Solar,500,444.1,9,1.31,34.1,3.3,88.8,2025-11-30,"Bhadla Solar Park, Rajasthan",Block E7,27.5584,71.94358
PANEL-00951,LG,450,444.9,1,1.14,48.4,9.5,98.9,2025-11-27,"Bhadla Solar Park, Rajasthan",Block E8,27.5584,71.95333
PANEL-00952,LG,550,542.4,2,0.69,56.2,22.6,98.6,2013-11-08,"Bhadla Solar Park, Rajasthan",Block F1,27.57132,71.88508
PANEL-00953,Trina,400,358.6,10,1.09,37.4,8.8,89.7,2022-08-15,"Bhadla Solar Park, Rajasthan",Block F2,27.57132,71.89482
PANEL-00954,SunPower,450,383.8,11,1.44,20.0,0.4,85.3,2015-01-18,"Bhadla Solar Park, Rajasthan",Block F3,27.57132,71.90458
PANEL-00955,Panasonic,450,388.7,14,1.04,24.9,15.1,86.4,2026-01-20,"Bhadla Solar Park, Rajasthan",Block F4,27.57132,71.91433
PANEL-00956,LG,500,488.8,2,1.13,27.1,1.5,97.8,2019-01-22,"Bhadla Solar Park, Rajasthan",Block F5,27.57132,71.92408
PANEL-00957,Canadian Solar,450,427.7,4,1.26,42.9,13.1,95.0,2022-12-13,"Bhadla Solar Park, Rajasthan",Block F6,27.57132,71.93382
PANEL-00958,Panasonic,500,444.6,10,1.17,38.9,4.1,88.9,2011-09-17,"Bhadla Solar Park, Rajasthan",Block F7,27.57132,71.94358
PANEL-00959,SunPower,500,469.3,9,0.7,32.0,9.7,93.9,2016-10-29,"Bhadla Solar Park, Rajasthan",Block F8,27.57132,71.95333
PANEL-00960,LG,500,452.8,11,0.9,20.0,9.6,90.6,2015-06-20,"Bhadla Solar Park, Rajasthan",Block A1,27.5166,71.87727
PANEL-00961,LG,500,471.7,9,0.65,60.0,12.6,94.3,2013-10-22,"Bhadla Solar Park, Rajasthan",Block A2,27.5166,71.88702
PANEL-00962,Trina,400,395.4,2,0.57,57.0,22.0,98.8,2015-12-24,"Bhadla Solar Park, Rajasthan",Block A3,27.5166,71.89677
PANEL-00963,Trina,450,371.7,13,1.46,59.0,1.2,82.6,2021-01-03,"Bhadla Solar Park, Rajasthan",Block A4,27.5166,71.90653
PANEL-00964,Trina,450,435.5,6,0.54,41.8,16.1,96.8,2020-04-27,"Bhadla Solar Park, Rajasthan",Block A5,27.5166,71.91627
PANEL-00965,LG,500,448.1,10,1.09,26.6,11.4,89.6,2017-03-27,"Bhadla Solar Park, Rajasthan",Block A6,27.5166,71.92602
PANEL-00966,Trina,400,356.3,8,1.44,47.8,4.2,89.1,2016-01-30,"Bhadla Solar Park, Rajasthan",Block A7,27.5166,71.93577
PANEL-00967,SunPower,400,354.8,10,1.19,51.2,18.2,88.7,2018-03-06,"Bhadla Solar Park, Rajasthan",Block A8,27.5166,71.94553
PANEL-00968,SunPower,500,492.9,1,1.43,37.4,16.8,98.6,2022-12-24,"Bhadla Solar Park, Rajasthan",Block B1,27.5276,71.87727
PANEL-00969,Canadian Solar,450,430.4,8,0.56,35.0,8.3,95.6,2015-02-20,"Bhadla Solar Park, Rajasthan",Block B2,27.5276,71.88702
PANEL-00970,Trina,550,511.0,8,0.92,41.1,18.2,92.9,2017-01-23,"Bhadla Solar Park, Rajasthan",Block B3,27.5276,71.89677
PANEL-00971,Trina,400,379.0,6,0.89,45.1,5.9,94.8,2015-01-14,"Bhadla Solar Park, Rajasthan",Block B4,27.5276,71.90653
PANEL-00972,Jinko,500,472.7,5,1.12,44.0,2.8,94.5,2014-12-18,"Bhadla Solar Park, Rajasthan",Block B5,27.5276,71.91627
PANEL-00973,Canadian Solar,500,417.4,14,1.28,26.5,10.9,83.5,2017-12-10,"Bhadla Solar Park, Rajasthan",Block B6,27.5276,71.92602
PANEL-00974,Jinko,450,410.3,8,1.15,35.4,17.2,91.2,2012-08-07,"Bhadla Solar Park, Rajasthan",Block B7,27.5276,71.93577
PANEL-00975,Canadian Solar,550,517.0,5,1.23,49.1,12.2,94.0,2013-07-06,"Bhadla Solar Park, Rajasthan",Block B8,27.5276,71.94553
PANEL-00976,Panasonic,550,536.4,2,1.24,38.3,4.9,97.5,2014-03-29,"Bhadla Solar Park, Rajasthan",Block C1,27.5386,71.87727
PANEL-00977,SunPower,400,361.3,11,0.92,40.4,14.5,90.3,2018-07-18,"Bhadla Solar Park, Rajasthan",Block C2,27.5386,71.88702
PANEL-00978,LG,550,476.0,11,1.3,32.0,10.4,86.5,2019-06-06,"Bhadla Solar Park, Rajasthan",Block C3,27.5386,71.89677
PANEL-00979,Jinko,550,525.6,5,0.9,44.2,13.0,95.6,2015-06-27,"Bhadla Solar Park, Rajasthan",Block C4,27.5386,71.90653
PANEL-00980,Jinko,450,442.0,2,0.9,34.2,16.7,98.2,2012-12-04,"Bhadla Solar Park, Rajasthan",Block C5,27.5386,71.91627
PANEL-00981,Panasonic,450,395.4,15,0.86,28.3,14.8,87.9,2016-12-23,"Bhadla Solar Park, Rajasthan",Block C6,27.5386,71.92602
PANEL-00982,Panasonic,500,500.0,0,1.16,33.8,5.6,100.0,2018-01-02,"Bhadla Solar Park, Rajasthan",Block C7,27.5386,71.93577
PANEL-00983,Canadian Solar,500,486.8,2,1.33,30.0,6.4,97.4,2012-04-08,"Bhadla Solar Park, Rajasthan",Block C8,27.5386,71.94553
PANEL-00984,Jinko,450,447.6,1,0.54,29.6,18.6,99.5,2019-08-04,"Bhadla Solar Park, Rajasthan",Block D1,27.5496,71.87727
PANEL-00985,Panasonic,400,365.0,9,1.01,52.3,3.3,91.2,2017-10-05,"Bhadla Solar Park, Rajasthan",Block D2,27.5496,71.88702
PANEL-00986,Panasonic,450,428.4,6,0.82,30.7,8.0,95.2,2025-11-04,"Bhadla Solar Park, Rajasthan",Block D3,27.5496,71.89677
PANEL-00987,Jinko,400,372.6,5,1.41,45.7,6.1,93.2,2024-03-09,"Bhadla Solar Park, Rajasthan",Block D4,27.5496,71.90653
PANEL-00988,Panasonic,550,498.3,12,0.82,33.3,0.8,90.6,2023-03-12,"Bhadla Solar Park, Rajasthan",Block D5,27.5496,71.91627
PANEL-00989,LG,450,437.9,3,0.91,41.1,13.0,97.3,2019-02-16,"Bhadla Solar Park, Rajasthan",Block D6,27.5496,71.92602
PANEL-00990,SunPower,400,400.0,0,0.7,49.4,14.9,100.0,2013-06-18,"Bhadla Solar Park, Rajasthan",Block D7,27.5496,71.93577
PANEL-00991,Panasonic,550,497.4,8,1.25,41.8,22.8,90.4,2022-02-05,"Bhadla Solar Park, Rajasthan",Block D8,27.5496,71.94553
PANEL-00992,Trina,550,517.2,9,0.68,31.7,6.2,94.0,2025-09-17,"Bhadla Solar Park, Rajasthan",Block E1,27.5606,71.87727
PANEL-00993,LG,450,394.3,12,1.09,33.6,14.7,87.6,2022-07-05,"Bhadla Solar Park, Rajasthan",Block E2,27.5606,71.88702
PANEL-00994,Panasonic,500,464.4,6,1.22,47.5,14.5,92.9,2019-05-29,"Bhadla Solar Park, Rajasthan",Block E3,27.5606,71.89677
PANEL-00995,LG,450,438.5,3,0.86,49.5,15.1,97.4,2025-03-30,"Bhadla Solar Park, Rajasthan",Block E4,27.5606,71.90653
PANEL-00996,Jinko,550,453.8,14,1.36,28.9,6.6,82.5,2026-04-07,"Bhadla Solar Park, Rajasthan",Block E5,27.5606,71.91627
PANEL-00997,Jinko,500,489.5,2,1.06,29.7,17.7,97.9,2017-07-13,"Bhadla Solar Park, Rajasthan",Block E6,27.5606,71.92602
PANEL-00998,Jinko,400,384.5,3,1.31,40.6,0.5,96.1,2017-09-23,"Bhadla Solar Park, Rajasthan",Block E7,27.5606,71.93577
PANEL-00999,SunPower,550,503.2,14,0.63,40.7,16.0,91.5,2014-12-02,"Bhadla Solar Park, Rajasthan",Block E8,27.5606,71.94553
